TYPE|ID_FULL|DISPLAY|COMMENTS|ID|_GENDER|_REGION|_FORM|_COSTUME|_PURIFIED|POGO_ID_FULL|POGO_ID|POGO_FORM|THESILPHROAD_ID_FULL|TYPE1|TYPE2|ATK|DEF|STA|FAMILY|PARENT|BRANCH|POKEDEX_ID|GEN|REGION|FORM|GENDER|COSTUME|PURIFIED|BABY|LEGENDARY|MYTHICAL|MEGA|_blank|REGIONAL|RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW|RELEASED_MEGA|RARITY||pokedexId|assetBundleSuffix|assetBundleValue|assetBundleCostume|pokemon_image|pokemon_image_shiny
POGO|SLOWPOKE|Slowpoke||SLOWPOKE||||||SLOWPOKE|SLOWPOKE||slowpoke|WATER|PSYCHIC|109|98|207|FAMILY_SLOWPOKE|SLOWPOKE||079|1|KANTO|||||||||||RELEASED_POKEMON||RELEASED_SHADOW||RARE||079||||pokemon_icon_079_00.png|pokemon_icon_079_00_shiny.png
POGO|SLOWBRO|Slowbro||SLOWBRO||||||SLOWBRO|SLOWBRO||slowbro|WATER|PSYCHIC|177|180|216|FAMILY_SLOWPOKE|SLOWPOKE|SLOWBRO|080|1|KANTO|||||||||||RELEASED_POKEMON||RELEASED_SHADOW||RARE||080||||pokemon_icon_080_00.png|pokemon_icon_080_00_shiny.png
POGO|MAGNEMITE|Magnemite||MAGNEMITE||||||MAGNEMITE|MAGNEMITE||magnemite|ELECTRIC|STEEL|165|121|93|FAMILY_MAGNEMITE|MAGNEMITE||081|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||081||||pokemon_icon_081_00.png|pokemon_icon_081_00_shiny.png
POGO|MAGNETON|Magneton||MAGNETON||||||MAGNETON|MAGNETON||magneton|ELECTRIC|STEEL|223|169|137|FAMILY_MAGNEMITE|MAGNEMITE||082|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||082||||pokemon_icon_082_00.png|pokemon_icon_082_00_shiny.png
POGO|FARFETCHD|Farfetch'd||FARFETCHD||||||FARFETCHD|FARFETCHD||farfetchd|NORMAL|FLYING|124|115|141|FAMILY_FARFETCHD|FARFETCHD||083|1|KANTO||||||||||JAPAN|RELEASED_POKEMON|RELEASED_SHINY|||REGIONAL||083||||pokemon_icon_083_00.png|pokemon_icon_083_00_shiny.png
POGO|DODUO|Doduo||DODUO||||||DODUO|DODUO||doduo|NORMAL|FLYING|158|83|111|FAMILY_DODUO|DODUO||084|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||084||||pokemon_icon_084_00.png|pokemon_icon_084_00_shiny.png
POGO|DODRIO|Dodrio||DODRIO||||||DODRIO|DODRIO||dodrio|NORMAL|FLYING|218|140|155|FAMILY_DODUO|DODUO||085|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||085||||pokemon_icon_085_00.png|pokemon_icon_085_00_shiny.png
POGO|SEEL|Seel||SEEL||||||SEEL|SEEL||seel|WATER||85|121|163|FAMILY_SEEL|SEEL||086|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||086||||pokemon_icon_086_00.png|pokemon_icon_086_00_shiny.png
POGO|DEWGONG|Dewgong||DEWGONG||||||DEWGONG|DEWGONG||dewgong|WATER|ICE|139|177|207|FAMILY_SEEL|SEEL||087|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||087||||pokemon_icon_087_00.png|pokemon_icon_087_00_shiny.png
POGO|GRIMER|Grimer||GRIMER||||||GRIMER|GRIMER||grimer|POISON||135|90|190|FAMILY_GRIMER|GRIMER||088|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||088||||pokemon_icon_088_00.png|pokemon_icon_088_00_shiny.png
POGO|MUK|Muk||MUK||||||MUK|MUK||muk|POISON||190|172|233|FAMILY_GRIMER|GRIMER||089|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||089||||pokemon_icon_089_00.png|pokemon_icon_089_00_shiny.png
POGO|SHELLDER|Shellder||SHELLDER||||||SHELLDER|SHELLDER||shellder|WATER||116|134|102|FAMILY_SHELLDER|SHELLDER||090|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||COMMON||090||||pokemon_icon_090_00.png|pokemon_icon_090_00_shiny.png
POGO|CLOYSTER|Cloyster||CLOYSTER||||||CLOYSTER|CLOYSTER||cloyster|WATER|ICE|186|256|137|FAMILY_SHELLDER|SHELLDER||091|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||COMMON||091||||pokemon_icon_091_00.png|pokemon_icon_091_00_shiny.png
POGO|GASTLY|Gastly||GASTLY||||||GASTLY|GASTLY||gastly|GHOST|POISON|186|67|102|FAMILY_GASTLY|GASTLY||092|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||092||||pokemon_icon_092_00.png|pokemon_icon_092_00_shiny.png
POGO|HAUNTER|Haunter||HAUNTER||||||HAUNTER|HAUNTER||haunter|GHOST|POISON|223|107|128|FAMILY_GASTLY|GASTLY||093|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||093||||pokemon_icon_093_00.png|pokemon_icon_093_00_shiny.png
POGO|GENGAR|Gengar||GENGAR||||||GENGAR|GENGAR||gengar|GHOST|POISON|261|149|155|FAMILY_GASTLY|GASTLY||094|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY||RELEASED_MEGA|RARE||094||||pokemon_icon_094_00.png|pokemon_icon_094_00_shiny.png
POGO|ONIX|Onix||ONIX||||||ONIX|ONIX||onix|ROCK|GROUND|85|232|111|FAMILY_ONIX|ONIX||095|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||095||||pokemon_icon_095_00.png|pokemon_icon_095_00_shiny.png
POGO|DROWZEE|Drowzee||DROWZEE||||||DROWZEE|DROWZEE||drowzee|PSYCHIC||89|136|155|FAMILY_DROWZEE|DROWZEE||096|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||096||||pokemon_icon_096_00.png|pokemon_icon_096_00_shiny.png
POGO|HYPNO|Hypno||HYPNO||||||HYPNO|HYPNO||hypno|PSYCHIC||144|193|198|FAMILY_DROWZEE|DROWZEE||097|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||097||||pokemon_icon_097_00.png|pokemon_icon_097_00_shiny.png
POGO|KRABBY|Krabby||KRABBY||||||KRABBY|KRABBY||krabby|WATER||181|124|102|FAMILY_KRABBY|KRABBY||098|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||098||||pokemon_icon_098_00.png|pokemon_icon_098_00_shiny.png
POGO|KINGLER|Kingler||KINGLER||||||KINGLER|KINGLER||kingler|WATER||240|181|146|FAMILY_KRABBY|KRABBY||099|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||099||||pokemon_icon_099_00.png|pokemon_icon_099_00_shiny.png
POGO|VOLTORB|Voltorb||VOLTORB||||||VOLTORB|VOLTORB||voltorb|ELECTRIC||109|111|120|FAMILY_VOLTORB|VOLTORB||100|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||100||||pokemon_icon_100_00.png|pokemon_icon_100_00_shiny.png
POGO|ELECTRODE|Electrode||ELECTRODE||||||ELECTRODE|ELECTRODE||electrode|ELECTRIC||173|173|155|FAMILY_VOLTORB|VOLTORB||101|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||101||||pokemon_icon_101_00.png|pokemon_icon_101_00_shiny.png
POGO|EXEGGCUTE|Exeggcute||EXEGGCUTE||||||EXEGGCUTE|EXEGGCUTE||exeggcute|GRASS|PSYCHIC|107|125|155|FAMILY_EXEGGCUTE|EXEGGCUTE||102|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||102||||pokemon_icon_102_00.png|pokemon_icon_102_00_shiny.png
POGO|EXEGGUTOR|Exeggutor||EXEGGUTOR||||||EXEGGUTOR|EXEGGUTOR||exeggutor|GRASS|PSYCHIC|233|149|216|FAMILY_EXEGGCUTE|EXEGGCUTE||103|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||103||||pokemon_icon_103_00.png|pokemon_icon_103_00_shiny.png
POGO|CUBONE|Cubone||CUBONE||||||CUBONE|CUBONE||cubone|GROUND||90|144|137|FAMILY_CUBONE|CUBONE||104|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||104||||pokemon_icon_104_00.png|pokemon_icon_104_00_shiny.png
POGO|MAROWAK|Marowak||MAROWAK||||||MAROWAK|MAROWAK||marowak|GROUND||144|186|155|FAMILY_CUBONE|CUBONE||105|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||105||||pokemon_icon_105_00.png|pokemon_icon_105_00_shiny.png
POGO|HITMONLEE|Hitmonlee||HITMONLEE||||||HITMONLEE|HITMONLEE||hitmonlee|FIGHTING||224|181|137|FAMILY_TYROGUE|HITMONLEE|HITMONLEE|106|1|KANTO|||||||||||RELEASED_POKEMON||RELEASED_SHADOW||EPIC||106||||pokemon_icon_106_00.png|pokemon_icon_106_00_shiny.png
POGO|HITMONCHAN|Hitmonchan||HITMONCHAN||||||HITMONCHAN|HITMONCHAN||hitmonchan|FIGHTING||193|197|137|FAMILY_TYROGUE|HITMONCHAN|HITMONCHAN|107|1|KANTO|||||||||||RELEASED_POKEMON||RELEASED_SHADOW||EPIC||107||||pokemon_icon_107_00.png|pokemon_icon_107_00_shiny.png
POGO|LICKITUNG|Lickitung||LICKITUNG||||||LICKITUNG|LICKITUNG||lickitung|NORMAL||108|137|207|FAMILY_LICKITUNG|LICKITUNG||108|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||108||||pokemon_icon_108_00.png|pokemon_icon_108_00_shiny.png
POGO|KOFFING|Koffing||KOFFING||||||KOFFING|KOFFING||koffing|POISON||119|141|120|FAMILY_KOFFING|KOFFING||109|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||109||||pokemon_icon_109_00.png|pokemon_icon_109_00_shiny.png
POGO|WEEZING|Weezing||WEEZING||||||WEEZING|WEEZING||weezing|POISON||174|197|163|FAMILY_KOFFING|KOFFING||110|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||110||||pokemon_icon_110_00.png|pokemon_icon_110_00_shiny.png
POGO|RHYHORN|Rhyhorn||RHYHORN||||||RHYHORN|RHYHORN||rhyhorn|GROUND|ROCK|140|127|190|FAMILY_RHYHORN|RHYHORN||111|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||111||||pokemon_icon_111_00.png|pokemon_icon_111_00_shiny.png
POGO|RHYDON|Rhydon||RHYDON||||||RHYDON|RHYDON||rhydon|GROUND|ROCK|222|171|233|FAMILY_RHYHORN|RHYHORN||112|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||112||||pokemon_icon_112_00.png|pokemon_icon_112_00_shiny.png
POGO|CHANSEY|Chansey||CHANSEY||||||CHANSEY|CHANSEY||chansey|NORMAL||60|128|487|FAMILY_CHANSEY|CHANSEY||113|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||113||||pokemon_icon_113_00.png|pokemon_icon_113_00_shiny.png
POGO|TANGELA|Tangela||TANGELA||||||TANGELA|TANGELA||tangela|GRASS||183|169|163|FAMILY_TANGELA|TANGELA||114|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||114||||pokemon_icon_114_00.png|pokemon_icon_114_00_shiny.png
POGO|KANGASKHAN|Kangaskhan||KANGASKHAN||||||KANGASKHAN|KANGASKHAN||kangaskhan|NORMAL||181|165|233|FAMILY_KANGASKHAN|KANGASKHAN||115|1|KANTO||||||||||AUSTRALASIA|RELEASED_POKEMON|RELEASED_SHINY|||REGIONAL||115||||pokemon_icon_115_00.png|pokemon_icon_115_00_shiny.png
POGO|HORSEA|Horsea||HORSEA||||||HORSEA|HORSEA||horsea|WATER||129|103|102|FAMILY_HORSEA|HORSEA||116|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||116||||pokemon_icon_116_00.png|pokemon_icon_116_00_shiny.png
POGO|SEADRA|Seadra||SEADRA||||||SEADRA|SEADRA||seadra|WATER||187|156|146|FAMILY_HORSEA|HORSEA||117|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||117||||pokemon_icon_117_00.png|pokemon_icon_117_00_shiny.png
POGO|GOLDEEN|Goldeen||GOLDEEN||||||GOLDEEN|GOLDEEN||goldeen|WATER||123|110|128|FAMILY_GOLDEEN|GOLDEEN||118|1|KANTO|||||||||||RELEASED_POKEMON||||EPIC||118||||pokemon_icon_118_00.png|pokemon_icon_118_00_shiny.png
POGO|SEAKING|Seaking||SEAKING||||||SEAKING|SEAKING||seaking|WATER||175|147|190|FAMILY_GOLDEEN|GOLDEEN||119|1|KANTO|||||||||||RELEASED_POKEMON||||EPIC||119||||pokemon_icon_119_00.png|pokemon_icon_119_00_shiny.png
POGO|STARYU|Staryu||STARYU||||||STARYU|STARYU||staryu|WATER||137|112|102|FAMILY_STARYU|STARYU||120|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||120||||pokemon_icon_120_00.png|pokemon_icon_120_00_shiny.png
POGO|STARMIE|Starmie||STARMIE||||||STARMIE|STARMIE||starmie|WATER|PSYCHIC|210|184|155|FAMILY_STARYU|STARYU||121|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||121||||pokemon_icon_121_00.png|pokemon_icon_121_00_shiny.png
POGO|MR_MIME|Mr. Mime||MR_MIME||||||MR_MIME|MR_MIME||mr-mime|PSYCHIC|FAIRY|192|205|120|FAMILY_MR_MIME|MR_MIME||122|1|KANTO||||||||||EUROPE|RELEASED_POKEMON|RELEASED_SHINY|||REGIONAL||122||||pokemon_icon_122_00.png|pokemon_icon_122_00_shiny.png
POGO|SCYTHER|Scyther||SCYTHER||||||SCYTHER|SCYTHER||scyther|BUG|FLYING|218|170|172|FAMILY_SCYTHER|SCYTHER||123|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||123||||pokemon_icon_123_00.png|pokemon_icon_123_00_shiny.png
POGO|JYNX|Jynx||JYNX||||||JYNX|JYNX||jynx|ICE|PSYCHIC|223|151|163|FAMILY_JYNX|JYNX||124|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||124||||pokemon_icon_124_00.png|pokemon_icon_124_00_shiny.png
POGO|ELECTABUZZ|Electabuzz||ELECTABUZZ||||||ELECTABUZZ|ELECTABUZZ||electabuzz|ELECTRIC||198|158|163|FAMILY_ELECTABUZZ|ELECTABUZZ||125|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||125||||pokemon_icon_125_00.png|pokemon_icon_125_00_shiny.png
POGO|MAGMAR|Magmar||MAGMAR||||||MAGMAR|MAGMAR||magmar|FIRE||206|154|163|FAMILY_MAGMAR|MAGMAR||126|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||126||||pokemon_icon_126_00.png|pokemon_icon_126_00_shiny.png
POGO|PINSIR|Pinsir||PINSIR||||||PINSIR|PINSIR||pinsir|BUG||238|182|163|FAMILY_PINSIR|PINSIR||127|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||127||||pokemon_icon_127_00.png|pokemon_icon_127_00_shiny.png
POGO|TAUROS|Tauros||TAUROS||||||TAUROS|TAUROS||tauros|NORMAL||198|183|181|FAMILY_TAUROS|TAUROS||128|1|KANTO||||||||||NORTH_AMERICA|RELEASED_POKEMON|RELEASED_SHINY|||REGIONAL||128||||pokemon_icon_128_00.png|pokemon_icon_128_00_shiny.png
POGO|MAGIKARP|Magikarp||MAGIKARP||||||MAGIKARP|MAGIKARP||magikarp|WATER||29|85|85|FAMILY_MAGIKARP|MAGIKARP||129|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||COMMON||129||||pokemon_icon_129_00.png|pokemon_icon_129_00_shiny.png
POGO|GYARADOS|Gyarados||GYARADOS||||||GYARADOS|GYARADOS||gyarados|WATER|FLYING|237|186|216|FAMILY_MAGIKARP|MAGIKARP||130|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||130||||pokemon_icon_130_00.png|pokemon_icon_130_00_shiny.png
POGO|LAPRAS|Lapras||LAPRAS||||||LAPRAS|LAPRAS||lapras|WATER|ICE|165|174|277|FAMILY_LAPRAS|LAPRAS||131|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||131||||pokemon_icon_131_00.png|pokemon_icon_131_00_shiny.png
POGO|DITTO|Ditto||DITTO||||||DITTO|DITTO||ditto|NORMAL||91|91|134|FAMILY_DITTO|DITTO||132|1|KANTO|||||||||||RELEASED_POKEMON||||EPIC||132||||pokemon_icon_132_00.png|pokemon_icon_132_00_shiny.png
POGO|EEVEE|Eevee||EEVEE||||||EEVEE|EEVEE||eevee|NORMAL||104|114|146|FAMILY_EEVEE|EEVEE||133|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||133||||pokemon_icon_133_00.png|pokemon_icon_133_00_shiny.png
POGO|VAPOREON|Vaporeon||VAPOREON||||||VAPOREON|VAPOREON||vaporeon|WATER||205|161|277|FAMILY_EEVEE|EEVEE||134|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||134||||pokemon_icon_134_00.png|pokemon_icon_134_00_shiny.png
POGO|JOLTEON|Jolteon||JOLTEON||||||JOLTEON|JOLTEON||jolteon|ELECTRIC||232|182|163|FAMILY_EEVEE|EEVEE||135|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||135||||pokemon_icon_135_00.png|pokemon_icon_135_00_shiny.png
POGO|FLAREON|Flareon||FLAREON||||||FLAREON|FLAREON||flareon|FIRE||246|179|163|FAMILY_EEVEE|EEVEE||136|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||136||||pokemon_icon_136_00.png|pokemon_icon_136_00_shiny.png
POGO|PORYGON|Porygon||PORYGON||||||PORYGON|PORYGON||porygon|NORMAL||153|136|163|FAMILY_PORYGON|PORYGON||137|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||137||||pokemon_icon_137_00.png|pokemon_icon_137_00_shiny.png
POGO|OMANYTE|Omanyte||OMANYTE||||||OMANYTE|OMANYTE||omanyte|ROCK|WATER|155|153|111|FAMILY_OMANYTE|OMANYTE||138|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||138||||pokemon_icon_138_00.png|pokemon_icon_138_00_shiny.png
POGO|OMASTAR|Omastar||OMASTAR||||||OMASTAR|OMASTAR||omastar|ROCK|WATER|207|201|172|FAMILY_OMANYTE|OMANYTE||139|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||139||||pokemon_icon_139_00.png|pokemon_icon_139_00_shiny.png
POGO|KABUTO|Kabuto||KABUTO||||||KABUTO|KABUTO||kabuto|ROCK|WATER|148|140|102|FAMILY_KABUTO|KABUTO||140|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||140||||pokemon_icon_140_00.png|pokemon_icon_140_00_shiny.png
POGO|KABUTOPS|Kabutops||KABUTOPS||||||KABUTOPS|KABUTOPS||kabutops|ROCK|WATER|220|186|155|FAMILY_KABUTO|KABUTO||141|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||141||||pokemon_icon_141_00.png|pokemon_icon_141_00_shiny.png
POGO|AERODACTYL|Aerodactyl||AERODACTYL||||||AERODACTYL|AERODACTYL||aerodactyl|ROCK|FLYING|221|159|190|FAMILY_AERODACTYL|AERODACTYL||142|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||142||||pokemon_icon_142_00.png|pokemon_icon_142_00_shiny.png
POGO|SNORLAX|Snorlax||SNORLAX||||||SNORLAX|SNORLAX||snorlax|NORMAL||190|169|330|FAMILY_SNORLAX|SNORLAX||143|1|KANTO|||||||||||RELEASED_POKEMON||RELEASED_SHADOW||EPIC||143||||pokemon_icon_143_00.png|pokemon_icon_143_00_shiny.png
POGO|ARTICUNO|Articuno||ARTICUNO||||||ARTICUNO|ARTICUNO||articuno|ICE|FLYING|192|236|207|FAMILY_ARTICUNO|ARTICUNO||144|1|KANTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||LEGENDARY||144||||pokemon_icon_144_00.png|pokemon_icon_144_00_shiny.png
POGO|ZAPDOS|Zapdos||ZAPDOS||||||ZAPDOS|ZAPDOS||zapdos|ELECTRIC|FLYING|253|185|207|FAMILY_ZAPDOS|ZAPDOS||145|1|KANTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||LEGENDARY||145||||pokemon_icon_145_00.png|pokemon_icon_145_00_shiny.png
POGO|MOLTRES|Moltres||MOLTRES||||||MOLTRES|MOLTRES||moltres|FIRE|FLYING|251|181|207|FAMILY_MOLTRES|MOLTRES||146|1|KANTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||LEGENDARY||146||||pokemon_icon_146_00.png|pokemon_icon_146_00_shiny.png
POGO|DRATINI|Dratini||DRATINI||||||DRATINI|DRATINI||dratini|DRAGON||119|91|121|FAMILY_DRATINI|DRATINI||147|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||147||||pokemon_icon_147_00.png|pokemon_icon_147_00_shiny.png
POGO|DRAGONAIR|Dragonair||DRAGONAIR||||||DRAGONAIR|DRAGONAIR||dragonair|DRAGON||163|135|156|FAMILY_DRATINI|DRATINI||148|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||148||||pokemon_icon_148_00.png|pokemon_icon_148_00_shiny.png
POGO|DRAGONITE|Dragonite||DRAGONITE||||||DRAGONITE|DRAGONITE||dragonite|DRAGON|FLYING|263|198|209|FAMILY_DRATINI|DRATINI||149|1|KANTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||149||||pokemon_icon_149_00.png|pokemon_icon_149_00_shiny.png
POGO|MEWTWO|Mewtwo||MEWTWO||||||MEWTWO|MEWTWO||mewtwo|PSYCHIC||300|182|214|FAMILY_MEWTWO|MEWTWO|MEWTWO|150|1|KANTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||LEGENDARY||150||||pokemon_icon_150_00.png|pokemon_icon_150_00_shiny.png
POGO|MEWTWO_A|Mewtwo (Armored)||MEWTWO|||A|||MEWTWO_A|MEWTWO|A||PSYCHIC||182|278|214|FAMILY_MEWTWO|MEWTWO_A|MEWTWO_A|150|1|KANTO|A|||||LEGENDARY|||||????|????|????||LEGENDARY||150|pm0150_00_pgo_a|||pokemon_icon_pm0150_00_pgo_a.png|pokemon_icon_pm0150_00_pgo_a_shiny.png
POGO|MEW|Mew||MEW||||||MEW|MEW||mew|PSYCHIC||210|210|225|FAMILY_MEW|MEW||151|1|KANTO|||||||MYTHIC||||RELEASED_POKEMON||||MYTHIC||151||||pokemon_icon_151_00.png|pokemon_icon_151_00_shiny.png
||||||||||||||||||||||||||||||||||||||||||||||
POGO|CHIKORITA|Chikorita||CHIKORITA||||||CHIKORITA|CHIKORITA||chikorita|GRASS||92|122|128|FAMILY_CHIKORITA|CHIKORITA||152|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||152||||pokemon_icon_152_00.png|pokemon_icon_152_00_shiny.png
POGO|BAYLEEF|Bayleef||BAYLEEF||||||BAYLEEF|BAYLEEF||bayleef|GRASS||122|155|155|FAMILY_CHIKORITA|CHIKORITA||153|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||153||||pokemon_icon_153_00.png|pokemon_icon_153_00_shiny.png
POGO|MEGANIUM|Meganium||MEGANIUM||||||MEGANIUM|MEGANIUM||meganium|GRASS||168|202|190|FAMILY_CHIKORITA|CHIKORITA||154|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||154||||pokemon_icon_154_00.png|pokemon_icon_154_00_shiny.png
POGO|CYNDAQUIL|Cyndaquil||CYNDAQUIL||||||CYNDAQUIL|CYNDAQUIL||cyndaquil|FIRE||116|93|118|FAMILY_CYNDAQUIL|CYNDAQUIL||155|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||155||||pokemon_icon_155_00.png|pokemon_icon_155_00_shiny.png
POGO|QUILAVA|Quilava||QUILAVA||||||QUILAVA|QUILAVA||quilava|FIRE||158|126|151|FAMILY_CYNDAQUIL|CYNDAQUIL||156|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||156||||pokemon_icon_156_00.png|pokemon_icon_156_00_shiny.png
POGO|TYPHLOSION|Typhlosion||TYPHLOSION||||||TYPHLOSION|TYPHLOSION||typhlosion|FIRE||223|173|186|FAMILY_CYNDAQUIL|CYNDAQUIL||157|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||157||||pokemon_icon_157_00.png|pokemon_icon_157_00_shiny.png
POGO|TOTODILE|Totodile||TOTODILE||||||TOTODILE|TOTODILE||totodile|WATER||117|109|137|FAMILY_TOTODILE|TOTODILE||158|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||158||||pokemon_icon_158_00.png|pokemon_icon_158_00_shiny.png
POGO|CROCONAW|Croconaw||CROCONAW||||||CROCONAW|CROCONAW||croconaw|WATER||150|142|163|FAMILY_TOTODILE|TOTODILE||159|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||159||||pokemon_icon_159_00.png|pokemon_icon_159_00_shiny.png
POGO|FERALIGATR|Feraligatr||FERALIGATR||||||FERALIGATR|FERALIGATR||feraligatr|WATER||205|188|198|FAMILY_TOTODILE|TOTODILE||160|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||160||||pokemon_icon_160_00.png|pokemon_icon_160_00_shiny.png
POGO|SENTRET|Sentret||SENTRET||||||SENTRET|SENTRET||sentret|NORMAL||79|73|111|FAMILY_SENTRET|SENTRET||161|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||161||||pokemon_icon_161_00.png|pokemon_icon_161_00_shiny.png
